hospital_id,region_id,hospital_name,hospital_alternative_name,latitud,longitud,consultas,grdxegresos,bienesyservicios,remuneraciones,diascamadisponibles,consultasurgencias,examenes,quirofanos,año,complejidad
101100,15,Hospital Dr. Juan Noé Crevanni (Arica),Hospital Doctor Juan Noé,-18.4827,-70.3126,184208.0,11953.8298,19779705.0,10982608.0,113311.0,139557.0,898535.0,178.0,2014,3
102100,1,Hospital Dr. Ernesto Torres Galdames (Iquique),Hospital Iquique,-20.2139,-70.1383,149392.0,13810.488,27881106.0,15394204.0,161383.0,104376.0,756183.0,9.0,2014,3
103100,2,Hospital Dr. Leonardo Guzmán (Antofagasta),Hospital de Antofagasta,-23.6597,-70.3959,154729.0,15613.328,29969438.0,15065061.0,196717.0,55364.0,897022.0,0.0,2014,3
103101,2,Hospital Dr. Carlos Cisternas (Calama),Hospital de Calama,-22.445,-68.9181,36390.0,6229.0032,11358890.0,3408115.0,72833.0,94649.0,403890.0,0.0,2014,3
103102,2,Hospital Dr. Marcos Macuada (Tocopilla),Hospital de Tocopilla,-22.0882,-70.1929,4752.0,746.24524,3524477.0,1380911.0,14564.0,32963.0,148503.0,0.0,2014,1
103103,2,Hospital 21 de Mayo (Taltal),Hospital de Taltal,-25.4036,-70.4869,448.0,396.31852,1621675.0,417126.0,8008.0,31519.0,75829.0,0.0,2014,1
103104,2,Hospital de Mejillones,Hospital de Mejillones,-23.0931,-70.4575,21.0,110.67758,1016256.0,196916.0,3285.0,25581.0,796.0,0.0,2014,1
104100,3,Hospital San José del Carmen (Copiapó),Hospital Regional de Copiapó,-27.3668,-70.3417,111998.0,8705.45,17876433.0,11031162.0,110991.0,93939.0,520767.0,23.0,2014,3
104101,3,Hospital Dr. Jerónimo Méndez Arancibia (Chañaral),Hospital de Chañaral,-26.3442,-70.6071,24.0,245.14596,1280929.0,251949.0,13715.0,27020.0,61107.0,0.0,2014,1
104103,3,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar),Hospital de Vallenar,-28.5765,-70.3578,38109.0,3718.9992,8586874.0,4424424.0,41610.0,54656.0,274020.0,90.0,2014,2
104104,3,Hospital Dr. Manuel Magalhaes Medling (Huasco),Hospital de Huasco,-28.4568,-70.2929,32.0,98.29524,1315483.0,241393.0,3776.0,23477.0,34473.0,0.0,2014,1
105100,4,Hospital San Juan de Dios (La Serena),Hospital La Serena,-29.9065,-70.2432,147428.0,11811.7664,17866865.0,13789596.0,122444.0,92546.0,815563.0,1008.0,2014,3
105101,4,Hospital San Pablo (Coquimbo),Hospital Coquimbo,-30.0168,-71.2544,111932.0,13456.1217,19796143.0,13948297.0,122749.0,116911.0,714979.0,30.0,2014,3
105102,4,Hospital Dr. Antonio Tirado Lanas (Ovalle),Hospital Ovalle,-30.5991,-71.2124,91559.0,5838.453,11496479.0,5926447.0,80208.0,86002.0,566134.0,349.0,2014,3
105103,4,Hospital Dr. Humberto Elorza Cortés (Illapel),Hospital Illapel,-31.6277,-71.3682,13055.0,2253.636,3850898.0,1100045.0,25935.0,35324.0,186092.0,21.0,2014,2
105104,4,Hospital de Salamanca,Hospital Salamanca,-31.6344,-71.3425,240.0,239.8167,1716332.0,565173.0,6977.0,55249.0,77928.0,0.0,2014,1
105105,4,Hospital San Juan de Dios (Combarbalá),Hospital Combarbalá,-31.2125,-71.2355,307.0,181.26822,1251524.0,304085.0,7347.0,10696.0,47647.0,0.0,2014,1
105106,4,Hospital Dr. José Arraño (Andacollo),Hospital de Andacollo,-29.9047,-71.5976,348.0,88.821,1127535.0,370856.0,5476.0,13669.0,84152.0,0.0,2014,1
105107,4,Hospital San Juan de Dios (Vicuña),Hospital Vicuña,-30.0309,-70.7087,152.0,352.3233,1397864.0,518195.0,10702.0,34693.0,156053.0,0.0,2014,1
105108,4,Hospital San Pedro (Los Vilos),Hospital Los Vilos,-31.9075,-71.5144,323.0,375.41676,1839990.0,561707.0,12405.0,28396.0,73877.0,0.0,2014,1
106100,5,Hospital Carlos Van Buren (Valparaíso),Hospital Carlos Van Buren,-33.0458,-71.6229,223665.0,15429.645,33488100.0,20783099.0,155019.0,269503.0,1094231.0,586.0,2014,3
106103,5,Hospital Claudio Vicuña ( San Antonio),Hospital Claudio Vicuña,-33.5996,-71.5598,66443.0,4516.679999999999,8692940.0,5097645.0,60422.0,110613.0,505170.0,0.0,2014,3
106104,5,Hospital Del Salvador (Valparaíso),Hospital Del Salvador,-33.0472,-71.3567,18205.0,350.58946,3504183.0,1461452.0,31854.0,0.0,0.0,0.0,2014,2
106105,5,Hospital San José (Casablanca),Hospital San José Casablanca,-33.3205,-71.4102,1205.0,200.14748,1473414.0,579158.0,4930.0,30798.0,9225.0,0.0,2014,1
106102,5,Hospital Dr. Eduardo Pereira Ramírez (Valparaíso),Hospital Doctor Eduardo Pereira,-33.0384,-71.6264,69851.0,4130.6496,8286791.0,4369250.0,56522.0,0.0,1598699.0,0.0,2014,3
107100,5,Hospital Dr. Gustavo Fricke (Viña del Mar),Hospital Doctor Gustavo Fricke,-33.0214,-71.5537,190153.0,24080.202,33677672.0,29614260.0,193722.0,161065.0,1906624.0,212.0,2014,3
107101,5,Hospital San Martín (Quillota),Hospital de Quillota,-32.8833,-71.2482,277732.0,6695.1938,12084109.0,7848501.0,88781.0,122684.0,1228397.0,62.0,2014,1
107102,5,Hospital de Quilpué,Hospital de Quilpué,-33.0458,-71.4457,74314.0,4433.9292000000005,10378035.0,4741308.0,53144.0,93983.0,464691.0,0.0,2014,3
107103,5,Hospital Dr. Mario Sánchez Vergara (La Calera),Hospital de La Calera,-32.7875,-71.2035,365.0,864.5244,3022290.0,937068.0,15226.0,52148.0,150660.0,0.0,2014,1
107110,5,Hospital Centro Geriátrico Paz de la Tarde (Limache),Hospital Geriátrico Paz de la Tarde,-33.0098,-71.2544,1730.0,286.96642,1604101.0,321429.0,22418.0,0.0,0.0,0.0,2014,1
107104,5,Hospital Santo Tomás (Limache),Hospital de Limache,-33.0103,-71.2549,490.0,790.5069,2993620.0,971351.0,20805.0,58930.0,200156.0,0.0,2014,1
107105,5,Hospital San Agustín (La Ligua),Hospital de La Ligua,-32.4478,-71.2316,6119.0,607.53564,2529715.0,973515.0,21535.0,46338.0,107964.0,0.0,2014,1
107106,5,Hospital Dr. Víctor Hugo Moll (Cabildo),Hospital Cabildo,-32.4285,-71.0639,400.0,282.45078,1305575.0,467778.0,7665.0,29386.0,63608.0,0.0,2014,1
107107,5,Hospital de Petorca,Hospital Petorca,-32.2594,-70.9392,224.0,173.49702,920989.0,200075.0,6570.0,9466.0,6515.0,0.0,2014,1
107108,5,Hospital Adriana Cousiño (Quintero),Hospital de Quintero,-32.7844,-71.5269,92.0,513.38538,1922847.0,855402.0,9216.0,51785.0,246064.0,0.0,2014,1
107109,5,Hospital Juana Ross de Edwards (Peñablanca - Villa Alemana),Hospital Peñablanca,-33.0424,-71.3724,1201.0,1216.79064,2856757.0,1439798.0,29220.0,44651.0,150252.0,0.0,2014,1
108100,5,Hospital de San Camilo (San Felipe),Hospital San Camilo de San Felipe,-32.7521,-70.7254,96117.0,7541.412499999999,11765441.0,5672000.0,79880.0,80758.0,552923.0,703.0,2014,3
108101,5,Hospital San Juan de Dios (Los Andes),Hospital San Juan de Dios de Los Andes,-32.8325,-70.5984,77569.0,5509.2601,9317995.0,4600524.0,57360.0,88207.0,510911.0,6.0,2014,3
108102,5,Hospital San Francisco (Llaillay),Hospital San Francisco de Llay Llay,-32.8377,-70.9502,831.0,558.38802,1784369.0,617142.0,12450.0,49742.0,140585.0,0.0,2014,1
108104,5,Hospital San Antonio (Putaendo),Hospital San Antonio de  Putaendo,-32.6214,-70.7253,2.0,347.9385,803881.0,272991.0,10220.0,24735.0,10070.0,0.0,2014,1
108105,5,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo),Hospital Psiquiátrico Doctor  Philippe Pinel de Putaendo,-32.6212,-70.7263,4164.0,381.0755,5048666.0,1497898.0,94788.0,3610.0,0.0,0.0,2014,2
115100,6,Hospital Regional de Rancagua,Hospital Rancagua,-34.1713,-70.7449,164304.0,20315.6444,30347442.0,22741549.0,199181.0,136513.0,1451985.0,533.0,2014,3
115101,6,Hospital Santa Filomena (Graneros),Hospital Graneros,-34.0667,-70.7264,108.0,463.25526,1425715.0,340291.0,9490.0,48864.0,98004.0,0.0,2014,1
115102,6,Hospital de Coínco,Hospital Coínco,-34.2667,-70.9933,4.0,279.67628,823022.0,251954.0,5208.0,18987.0,23588.0,0.0,2014,1
115103,6,Hospital Del Salvador (Peumo),Hospital Peumo,-34.3903,-71.2542,12.0,398.96948,1160754.0,336721.0,17442.0,26092.0,56787.0,0.0,2014,1
115104,6,Hospital Dr. Ricardo Valenzuela Sáez (Rengo),Hospital de Rengo,-34.4065,-70.8587,37588.0,3346.7037,3374972.0,2666988.0,40885.0,87537.0,116306.0,0.0,2014,2
115105,6,Hospital San Vicente de Tagua-Tagua,Hospital San Vicente,-34.4487,-70.9682,9142.0,1613.3172,2192949.0,1160451.0,17855.0,58168.0,257059.0,59.0,2014,1
115106,6,Hospital de Pichidegua,Hospital Pichidegua,-34.2998,-71.2786,15.0,239.24914,729578.0,241854.0,4566.0,26757.0,49708.0,0.0,2014,1
115107,6,Hospital San Juan de Dios (San Fernando),Hospital San Fernando,-34.5817,-70.9899,88068.0,5039.6788,9245299.0,5289093.0,58701.0,77134.0,345356.0,321.0,2014,3
115108,6,Hospital Mercedes (Chimbarongo),Hospital Chimbarongo,-34.7239,-71.0394,0.0,476.51006,1230453.0,337503.0,7300.0,31334.0,40106.0,0.0,2014,1
115109,6,Hospital de Nancagua,Hospital Nancagua,-34.7012,-71.1288,2.0,151.10472,880156.0,309105.0,3285.0,27883.0,58502.0,0.0,2014,1
115110,6,Hospital de Santa Cruz,Hospital Santa Cruz,-34.6364,-71.3657,37722.0,3185.8886,5018987.0,2635254.0,32048.0,62317.0,306886.0,0.0,2014,2
115111,6,Hospital de Marchigüe,Hospital Marchigue,-34.4231,-71.5873,0.0,99.411,543456.0,150431.0,3276.0,6827.0,31077.0,0.0,2014,1
115112,6,Hospital de Pichilemu,Hospital Pichilemu,-34.3869,-72.0095,83.0,371.79714,1097711.0,431671.0,8808.0,24358.0,135034.0,0.0,2014,1
115113,6,Hospital de Lolol,Hospital de Lolol,-34.7589,-71.6721,10.0,108.02662,655636.0,163152.0,3650.0,7458.0,34902.0,0.0,2014,1
115114,6,Hospital de Litueche,Hospital de Litueche,-34.1344,-71.6822,0.0,76.21509999999999,656695.0,174735.0,2920.0,9652.0,54118.0,0.0,2014,1
116100,7,Hospital San Juan de Dios (Curicó),Hospital Curicó,-34.9824,-71.2433,81580.0,9450.3467,16081403.0,8928871.0,111121.0,80763.0,1773989.0,36.0,2014,3
116101,7,Hospital de Teno,Hospital de Teno,-34.8749,-71.1676,244.0,674.00658,1193694.0,303249.0,9903.0,31907.0,95937.0,0.0,2014,1
116102,7,Hospital de Molina,Hospital Molina,-35.1155,-71.2826,59.0,792.28332,2174087.0,557524.0,19065.0,41291.0,175561.0,0.0,2014,1
116103,7,Hospital de Hualañé,Hospital Hualane,-34.9768,-71.7986,260.0,281.00176,815476.0,281353.0,4380.0,13877.0,93177.0,0.0,2014,1
116104,7,Hospital de Licantén,Hospital Licantén,-34.9983,-71.8771,10.0,88.80716,925144.0,226029.0,2876.0,10892.0,49734.0,0.0,2014,1
116105,7,Hospital Dr. César Garavagno Burotto (Talca),Hospital Talca,-35.4232,-71.6485,282827.0,25671.25,31177264.0,20887263.0,235629.0,98959.0,1802276.0,186.0,2014,3
116106,7,Hospital de Curepto,Hospital Curepto,-35.0834,-72.0038,114.0,216.05324,876120.0,264241.0,2910.0,6979.0,25687.0,0.0,2014,1
116107,7,Hospital de Constitución,Hospital Constitución,-35.3329,-72.4162,16232.0,1828.5454,3316844.0,1348093.0,28488.0,41748.0,325419.0,0.0,2014,2
116108,7,Hospital Presidente Carlos Ibáñez del Campo (Linares),Hospital Linares,-35.8487,-71.5901,86845.0,8244.678300000001,13903689.0,6293421.0,82719.0,83165.0,791457.0,198.0,2014,3
116109,7,Hospital Dr. Abel Fuentealba Lagos de San Javier,Hospital San Javier,-35.5911,-71.7362,9604.0,2077.22712,2474208.0,845440.0,23804.0,53691.0,283518.0,0.0,2014,2
116110,7,Hospital San José (Parral),Hospital Parral,-36.1438,-71.8369,22480.0,2814.36,3392189.0,1199422.0,36541.0,47757.0,236687.0,1.0,2014,2
116111,7,Hospital San Juan de Dios (Cauquenes),Hospital Cauquenes,-35.9637,-72.3228,17080.0,2599.432,4359270.0,1316284.0,42128.0,39279.0,282959.0,26.0,2014,2
116112,7,Hospital Dr. Benjamín Pedreros (Chanco),Hospital Chanco,-35.7335,-72.5435,32.0,347.27576,872797.0,253630.0,7721.0,13426.0,36820.0,0.0,2014,1
117101,16,Hospital Clínico Herminda Martín (Chillán),Hospital de Chillán,-36.6063,-72.1024,240159.0,14638.533,28735464.0,16902304.0,172394.0,147549.0,1333037.0,124.0,2014,3
117102,16,Hospital de San Carlos,Hospital de San Carlos,-36.4267,-71.9592,76809.0,4373.726000000001,7668872.0,3162510.0,43611.0,97901.0,344998.0,343.0,2014,3
117103,16,Hospital Comunitario de Salud Familiar de Bulnes,Hospital de Bulnes,-36.7411,-72.2996,691.0,923.14626,2102902.0,734077.0,19074.0,36625.0,131155.0,0.0,2014,1
117104,16,Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay),Hospital de Yungay,-37.1013,-71.9325,176.0,691.02738,1636766.0,584506.0,15698.0,18729.0,111459.0,0.0,2014,1
117106,16,Hospital Comunitario de Salud Familiar de Quirihue,Hospital de Quirihue,-36.2821,-72.5323,176.0,447.65784,1716576.0,570345.0,17684.0,22208.0,98349.0,0.0,2014,1
117108,16,Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu,Hospital de Coelemu,-36.4942,-72.7081,591.0,533.51814,1875275.0,607921.0,17135.0,29518.0,90644.0,0.0,2014,1
117107,16,Hospital Comunitario de Salud Familiar de El Carmen,Hospital El Carmen,-36.5639,-72.0405,754.0,405.02376,1480085.0,629967.0,8393.0,19141.0,75013.0,0.0,2014,1
118100,8,Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción),Hospital Guillermo  Grant Benavente,-36.8201,-73.0503,347146.0,28849.5207,55487227.0,37066446.0,302112.0,187689.0,3094069.0,894.0,2014,3
118103,8,Hospital Traumatológico (Concepción),Hospital Traumatológico,-36.8276,-73.0565,82163.0,2426.95388,4004737.0,3472658.0,36058.0,0.0,20018.0,0.0,2014,2
118105,8,Hospital San José (Coronel),Hospital de Coronel,-37.0302,-73.1412,23267.0,3645.2185,8200509.0,2344199.0,39555.0,132659.0,510988.0,0.0,2014,3
118106,8,Hospital de Lota,Hospital Lota,-37.0887,-73.1581,26494.0,2127.55902,6288824.0,2134860.0,34402.0,78399.0,347312.0,80.0,2014,3
118107,8,Hospital Clorinda Avello (Santa Juana),Hospital Santa Juana,-37.1696,-72.9339,246.0,380.74602,1378305.0,459485.0,14779.0,20248.0,14461.0,0.0,2014,1
118108,8,Hospital San Agustín de Florida,Hospital Florida,-36.8227,-72.6696,200.0,180.6027,1074593.0,338578.0,5840.0,9640.0,6746.0,0.0,2014,1
119100,8,Hospital Las Higueras (Talcahuano),Hospital Higueras,-36.7185,-73.1217,291591.0,17725.5505,29827847.0,23901859.0,154308.0,130699.0,1622085.0,505.0,2014,3
119101,8,Hospital de Tomé,Hospital Tome,-36.6206,-72.9515,50994.0,1868.79384,5466781.0,1582529.0,33290.0,50696.0,199054.0,0.0,2014,3
119102,8,Hospital Penco - Lirquén,Hospital Penco Lirquén,-36.7399,-72.9955,29314.0,1428.24168,2924204.0,1046682.0,21602.0,44544.0,229364.0,0.0,2014,2
120107,8,Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil,Hospital Huepil,-37.6869,-72.0197,0.0,379.56174,2039733.0,644825.0,6341.0,25225.0,79768.0,0.0,2014,1
120105,8,Hospital Comunitario de Laja,Hospital de Laja,-37.2837,-72.7105,10.0,509.2404,32362178.0,23293753.0,10220.0,39054.0,132864.0,0.0,2014,1
120101,8,Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles),Hospital de Los Ángeles,-37.4621,-72.3604,234697.0,18577.259,2502961.0,1128802.0,196512.0,157298.0,1981261.0,392.0,2014,3
120102,8,Hospital Comunitario de Mulchén,Hospital de Mulchén,-37.7222,-72.2329,92.0,1023.81006,2177548.0,754664.0,31767.0,53268.0,128298.0,0.0,2014,1
120103,8,Hospital Comunitario de Nacimiento,Hospital de Nacimiento,-37.5079,-72.6766,362.0,698.13306,1752381.0,666560.0,16794.0,45879.0,171930.0,0.0,2014,1
120104,8,Hospital Comunitario de Yumbel,Hospital de Yumbel,-37.0846,-72.5645,75.0,717.08154,1792294.0,767432.0,19344.0,30815.0,130126.0,0.0,2014,1
120106,8,Hospital Comunitario de Santa Bárbara,Hospital Santa Bárbara,-37.6637,-72.0153,81.0,399.10236,0.0,0.0,11872.0,32060.0,95358.0,0.0,2014,1
128113,8,Hospital San Vicente (Arauco),Hospital Arauco,-37.2462,-73.3219,20785.0,1234.6119,4096603.0,2132957.0,20346.0,41118.0,290085.0,0.0,2014,1
128111,8,Hospital Intercultural Kallvu Llanka (Cañete),Hospital de Cañete,-37.8047,-73.3832,12536.0,2158.3503,6227583.0,2712678.0,33101.0,50516.0,264419.0,0.0,2014,1
128112,8,Hospital de Contulmo,Hospital Contulmo,-38.0172,-73.2277,40.0,142.1136,1132907.0,475923.0,3955.0,11261.0,61996.0,0.0,2014,1
128109,8,Hospital Provincial Dr. Rafael Avaría (Curanilahue),Hospital Curanilahue,-37.4764,-73.3437,27426.0,3739.0416,9087051.0,3257555.0,37377.0,46524.0,409246.0,178.0,2014,2
128110,8,Hospital de Lebu,Hospital Lebu,-37.6088,-73.6595,633.0,1045.1271,3466365.0,1352258.0,23209.0,40540.0,230935.0,0.0,2014,1
129100,9,Hospital Dr. Mauricio Heyermann (Angol),Hospital Angol,-37.7966,-72.7099,86202.0,5481.7888,9588953.0,3670300.0,82612.0,85550.0,37505.0,151.0,2014,3
129106,9,Hospital San José de Victoria,Hospital Victoria,-38.2363,-72.3315,54817.0,4482.9714,10360750.0,4029868.0,64173.0,67978.0,344591.0,0.0,2014,3
129104,9,Hospital Dr. Dino Stagno M.(Traiguén),Hospital Traiguén,-38.2502,-72.6886,6260.0,1056.9699,3081988.0,827614.0,29565.0,46374.0,137723.0,0.0,2014,2
129103,9,Hospital de Collipulli,Hospital de Collipulli,-37.9536,-72.4364,547.0,483.13746,2017281.0,704875.0,9987.0,69926.0,101499.0,0.0,2014,1
129101,9,Hospital de Purén,Hospital Purén,-38.0503,-72.6734,305.0,387.04016,1316939.0,503494.0,8005.0,21676.0,71415.0,0.0,2014,1
129107,9,Hospital Dr. Oscar Hernández E.(Curacautín),Hospital Curacautín,-38.4353,-71.8888,205.0,559.35256,1705777.0,703795.0,8922.0,25330.0,113222.0,0.0,2014,1
129108,9,Hospital de Lonquimay,Hospital de Lonquimay,-38.4476,-71.2306,109.0,473.19636,1415537.0,410079.0,7160.0,8510.0,41914.0,0.0,2014,1
121113,9,Hospital Dr. Eduardo González Galeno (Cunco),Hospital de Cunco,-38.9325,-72.0292,75.0,538.25526,1186048.0,464670.0,7824.0,17385.0,84502.0,0.0,2014,1
121114,9,Hospital Intercultural de Nueva Imperial,Hospital Nueva Imperial,-38.7449,-72.9503,17689.0,2856.4262,5245122.0,3541823.0,53959.0,46302.0,578937.0,40.0,2014,2
121121,9,Hospital de Villarrica,Hospital Villarica,-39.2868,-72.2278,32105.0,2385.3962,4316058.0,2118275.0,20815.0,59448.0,366336.0,0.0,2014,2
121115,9,Hospital de Carahue,Hospital Carahue,-38.7082,-73.1669,68.0,413.90586,1383949.0,487190.0,10950.0,28029.0,73819.0,0.0,2014,1
121119,9,Hospital de Gorbea,Hospital Gorbea,-39.0973,-72.6763,40.0,309.09708,1194266.0,577849.0,9681.0,19015.0,111682.0,0.0,2014,1
121117,9,Hospital de Pitrufquén,Hospital Pitrufquén,-39.2291,-72.6402,15874.0,1684.04616,2642676.0,1908031.0,26494.0,48634.0,350779.0,0.0,2014,2
121116,9,Hospital Dr. Arturo Hillerns Larrañaga (Saavedra),Hospital Puerto Saavedra,-38.7779,-73.4003,38.0,267.64728,1204956.0,383098.0,8851.0,9309.0,34521.0,0.0,2014,1
121118,9,Hospital de Toltén,Hospital Toltén,-39.2144,-73.2075,0.0,423.97224,1145284.0,374470.0,8486.0,10086.0,68320.0,0.0,2014,1
121111,9,Hospital de Galvarino,Hospital Galvarino,-38.4178,-72.7738,105.0,366.53466,1072684.0,364654.0,9125.0,12136.0,45511.0,0.0,2014,1
121110,9,Hospital Dr. Abraham Godoy (Lautaro),Hospital Lautaro,-38.5277,-72.4466,11307.0,1611.21294,2485946.0,1719687.0,26280.0,54822.0,356640.0,0.0,2014,2
121120,9,Hospital de Loncoche,Hospital Loncoche,-39.3702,-72.6311,104.0,615.23346,1588457.0,548101.0,15019.0,31661.0,112918.0,0.0,2014,1
121112,9,Hospital de Vilcún,Hospital Vilcún,-38.6547,-72.2248,79.0,439.96002,983765.0,482543.0,10522.0,16208.0,140987.0,0.0,2014,1
121109,9,Hospital Dr. Hernán Henríquez Aravena (Temuco),Hospital Temuco,-38.7335,-72.5963,254829.0,22435.8822,44373041.0,34521992.0,249330.0,163394.0,3094298.0,188.0,2014,3
122100,14,Hospital Clínico Regional (Valdivia),Hospital de Valdivia,-39.8099,-73.2459,200612.0,16196.95,29390236.0,19357425.0,172835.0,113267.0,1821358.0,540.0,2014,3
122101,14,Hospital de Corral,Hospital de Corral,-39.8826,-73.4306,4.0,186.22994,1082169.0,283485.0,2582.0,11456.0,25882.0,0.0,2014,1
122102,14,Hospital de Los Lagos,Hospital de Los Lagos,-39.8561,-72.8254,0.0,566.67798,1039145.0,295965.0,12094.0,31758.0,20077.0,0.0,2014,1
122103,14,Hospital de Lanco,Hospital de Lanco,-39.4529,-72.7751,0.0,396.7338,1349312.0,320968.0,7300.0,22236.0,71320.0,0.0,2014,1
122104,14,Hospital Juan Morey (La Unión),Hospital de La Unión,-40.2931,-73.0812,11408.0,2101.0088,3073399.0,1106223.0,36812.0,49035.0,206073.0,0.0,2014,1
122105,14,Hospital de Río Bueno,Hospital de Río Bueno,-40.3326,-72.9535,7017.0,1183.09572,2047291.0,587707.0,20494.0,35814.0,162173.0,0.0,2014,1
122106,14,Hospital de Paillaco,Hospital de Paillaco,-40.0692,-72.8776,2.0,586.2186,1523254.0,306835.0,12174.0,37921.0,69439.0,0.0,2014,1
123100,10,Hospital Base San José de Osorno,Hospital de Osorno,-40.5744,-73.1252,194628.0,13553.998,26647630.0,14705748.0,135103.0,110055.0,1255266.0,50.0,2014,3
123103,10,Hospital de Puerto Octay,Hospital Puerto Octay,-40.9736,-72.9002,7.0,119.95594,1254026.0,302193.0,3575.0,13417.0,61550.0,0.0,2014,1
123101,10,Hospital de Purranque,Hospital Purranque,-40.9074,-73.1689,1761.0,924.92268,1910483.0,951940.0,13573.0,33818.0,157250.0,0.0,2014,2
123102,10,Hospital de Río Negro,Hospital de Río Negro,-40.7839,-73.2163,0.0,229.97078,1541113.0,234731.0,9708.0,27394.0,85972.0,0.0,2014,1
123105,10,Hospital del Perpetuo Socorro de Quilacahuín,Hospital del Perpetuo Socorro de Quilacahuín,-40.7554,-73.4516,92.0,49.04276,508340.0,136619.0,3285.0,772.0,11.0,0.0,2014,1
124130,10,Hospital de Calbuco,Hospital Calbuco,-41.7726,-73.1315,2596.0,518.1225,2639811.0,722697.0,11634.0,53315.0,199499.0,0.0,2014,1
124120,10,Hospital de Fresia,Hospital de Fresia,-41.1517,-73.4081,95.0,250.51572,1271715.0,412620.0,7742.0,20731.0,83532.0,0.0,2014,1
124115,10,Hospital de Frutillar,Hospital de Frutillar,-41.1267,-73.0707,45.0,562.66626,1197612.0,384935.0,11669.0,13007.0,113889.0,0.0,2014,1
124145,10,Hospital de Futaleufú,Hospital Futaleufú,-43.1863,-71.8684,5.0,117.30498,762203.0,219479.0,2190.0,5452.0,2642.0,0.0,2014,1
